#Chromosome	Start	End	Name	Summit	Score	ChIP	Control	FoldEnrichment	DistributionScore	FDR
chr2	150786652	150786896	Peak_6334	150786774	3.43	3.52	0.09	40.11	1.00	0.08
chr2	151008535	151008779	Peak_12894	151008657	1.10	1.20	0.10	12.10	1.00	0.32
chr2	151378160	151378404	Peak_4002	151378282	6.62	6.79	0.17	40.77	1.00	0.00
chr2	151542447	151542691	Peak_9085	151542569	1.97	3.15	0.11	29.40	0.65	0.16
chr2	151576115	151576359	Peak_830	151576237	25.00	25.36	0.36	69.51	1.00	0.00
chr2	151741195	151741439	Peak_6609	151741317	3.21	3.43	0.22	15.57	1.00	0.09
chr2	151893536	151893780	Peak_11216	151893658	1.39	1.54	0.15	10.48	1.00	0.23
chr2	152048297	152048541	Peak_9402	152048419	1.86	2.07	0.21	9.80	1.00	0.16
chr2	152093630	152093874	Peak_10130	152093752	1.64	1.78	0.13	13.33	1.00	0.21
chr2	152106671	152106915	Peak_10639	152106793	1.52	1.57	0.05	31.11	1.00	0.23
chr2	152189645	152189889	Peak_4670	152189767	5.43	5.68	0.25	22.93	1.00	0.00
chr2	152226408	152226652	Peak_3479	152226530	7.86	8.18	0.32	25.25	1.00	0.00
chr2	152293591	152293835	Peak_3250	152293713	8.53	8.65	0.12	69.44	1.00	0.00
chr2	152339748	152339992	Peak_11233	152339870	1.39	1.49	0.11	13.89	1.00	0.24
chr2	152361193	152361437	Peak_8187	152361315	2.31	2.42	0.11	22.35	1.00	0.16
chr2	152376509	152376753	Peak_5907	152376631	3.82	3.99	0.17	23.73	1.00	0.03
chr2	152396085	152396329	Peak_2411	152396207	11.62	11.83	0.21	55.45	1.00	0.00
chr2	152398661	152398905	Peak_12717	152398783	1.13	1.34	0.05	26.62	0.88	0.31
chr2	152437527	152437771	Peak_11041	152437649	1.42	1.78	0.36	4.99	1.00	0.23
chr2	152610801	152611045	Peak_3985	152610923	6.65	6.85	0.20	35.10	1.00	0.00
chr2	152634372	152634616	Peak_3508	152634494	7.77	8.09	0.32	25.34	1.00	0.00
chr2	152686843	152687087	Peak_6764	152686965	3.11	3.24	0.13	25.87	1.00	0.10
chr2	153015258	153015502	Peak_1173	153015380	20.54	20.89	0.34	60.86	1.00	0.00
chr2	153037904	153038148	Peak_7460	153038026	2.66	2.86	0.20	14.39	1.00	0.13
chr2	153052702	153052946	Peak_9111	153052824	1.96	2.10	0.15	14.31	1.00	0.16
chr2	153070804	153071048	Peak_7256	153070926	2.78	3.17	0.39	8.18	1.00	0.12
chr2	153609613	153609857	Peak_11021	153609735	1.42	1.65	0.23	7.22	1.00	0.24
chr2	153622871	153623115	Peak_4800	153622993	5.23	5.37	0.14	38.98	1.00	0.00
chr2	153632713	153632957	Peak_5693	153632835	4.05	4.19	0.14	30.21	1.00	0.04
chr2	153652280	153652524	Peak_4640	153652402	5.47	5.58	0.11	52.35	1.00	0.00
chr2	153957788	153958032	Peak_2094	153957910	13.18	13.56	0.38	35.82	1.00	0.00
chr2	154294812	154295056	Peak_11383	154294934	1.35	1.60	0.09	18.73	0.89	0.25
chr2	154617142	154617386	Peak_9538	154617264	1.82	2.07	0.25	8.14	1.00	0.17
chr2	154656740	154656984	Peak_7985	154656862	2.41	2.62	0.22	12.18	1.00	0.15
chr2	154674754	154674998	Peak_11180	154674876	1.40	1.63	0.23	7.04	1.00	0.23
chr2	154892766	154893010	Peak_431	154892888	34.86	35.35	0.49	72.36	1.00	0.00
chr2	154990759	154991003	Peak_12725	154990881	1.13	1.24	0.11	11.27	1.00	0.31
chr2	155050686	155050930	Peak_5698	155050808	4.04	4.26	0.22	19.16	1.00	0.04
chr2	155050994	155051238	Peak_763	155051116	26.08	26.20	0.12	221.59	1.00	0.00
chr2	155133373	155133617	Peak_3126	155133495	8.92	9.28	0.36	25.94	1.00	0.00
chr2	155236424	155236668	Peak_2117	155236546	13.08	13.18	0.10	125.94	1.00	0.00
chr2	155276172	155276416	Peak_5182	155276294	4.67	5.03	0.36	13.96	1.00	0.04
chr2	155357328	155357572	Peak_6839	155357450	3.06	3.29	0.23	14.51	1.00	0.10
chr2	155592694	155592938	Peak_3396	155592816	8.08	8.23	0.14	58.29	1.00	0.00
chr2	155729335	155729579	Peak_2674	155729457	10.60	11.03	0.43	25.42	1.00	0.00
chr2	155768080	155768324	Peak_9178	155768202	1.93	2.02	0.09	23.20	1.00	0.16
chr2	155783757	155784001	Peak_7558	155783879	2.61	2.82	0.20	13.96	1.00	0.13
chr2	155812113	155812357	Peak_3565	155812235	7.64	7.83	0.18	42.41	1.00	0.00
chr2	155880159	155880403	Peak_4866	155880281	5.11	5.19	0.08	64.52	1.00	0.00
chr2	155895452	155895696	Peak_13124	155895574	1.07	1.24	0.17	7.19	1.00	0.33
chr2	155930027	155930271	Peak_2561	155930149	11.06	11.41	0.36	32.02	1.00	0.00
chr2	155956140	155956384	Peak_543	155956262	31.38	31.84	0.46	69.05	1.00	0.00
chr2	156007892	156008136	Peak_645	156008014	28.62	28.96	0.34	85.43	1.00	0.00
chr2	156111912	156112156	Peak_4241	156112034	6.15	6.27	0.12	52.12	1.00	0.00
chr2	156113283	156113527	Peak_7884	156113405	2.45	2.62	0.17	15.31	1.00	0.14
chr2	156140445	156140689	Peak_3867	156140567	6.91	7.03	0.12	57.29	1.00	0.00
chr2	156143863	156144107	Peak_9631	156143985	1.78	2.08	0.30	6.99	1.00	0.18
chr2	156180203	156180447	Peak_8834	156180325	2.05	2.20	0.15	14.75	1.00	0.17
chr2	156259727	156259971	Peak_12457	156259849	1.17	1.28	0.09	13.55	0.98	0.31
chr2	156440031	156440275	Peak_7593	156440153	2.60	2.81	0.10	28.63	0.96	0.13
chr2	156443666	156443910	Peak_8550	156443788	2.16	2.25	0.09	24.83	1.00	0.16
chr2	156648598	156648842	Peak_13582	156648720	1.00	1.20	0.20	6.11	1.00	0.35
chr2	156704387	156704631	Peak_1120	156704509	21.33	21.55	0.21	102.13	1.00	0.00
chr2	156882571	156882815	Peak_7132	156882693	2.87	3.05	0.19	16.39	1.00	0.13
chr2	156992033	156992277	Peak_699	156992155	27.23	27.29	0.05	535.46	1.00	0.00
chr2	157006934	157007178	Peak_3577	157007056	7.62	7.69	0.07	113.46	1.00	0.00
chr2	157079597	157079841	Peak_7607	157079719	2.59	2.81	0.22	13.04	1.00	0.13
chr2	157135046	157135290	Peak_2167	157135168	12.82	13.01	0.19	68.39	1.00	0.00
chr2	157343351	157343595	Peak_12010	157343473	1.25	1.45	0.21	7.02	1.00	0.27
chr2	157559934	157560178	Peak_7752	157560056	2.52	2.77	0.25	11.12	1.00	0.13
chr2	157566747	157566991	Peak_4482	157566869	5.73	6.03	0.30	20.13	1.00	0.00
chr2	157590894	157591138	Peak_10722	157591016	1.50	1.67	0.17	9.57	1.00	0.23
chr2	157691703	157691947	Peak_4334	157691825	6.00	6.23	0.23	26.75	1.00	0.00
chr2	157838264	157838508	Peak_3910	157838386	6.82	7.24	0.42	17.15	1.00	0.00
chr2	157841207	157841451	Peak_4371	157841329	5.94	6.14	0.20	30.90	1.00	0.00
chr2	157851943	157852187	Peak_8872	157852065	2.04	2.14	0.10	20.48	1.00	0.17
chr2	158028412	158028656	Peak_1474	158028534	17.43	17.56	0.13	135.75	1.00	0.00
chr2	158064531	158064775	Peak_6306	158064653	3.45	3.56	0.11	32.34	1.00	0.08
chr2	158112317	158112561	Peak_10072	158112439	1.66	1.79	0.13	14.28	1.00	0.21
chr2	158228778	158229022	Peak_7584	158228900	2.60	2.87	0.27	10.63	1.00	0.13
chr2	158257943	158258187	Peak_6734	158258065	3.13	3.23	0.10	32.56	1.00	0.10
chr2	158375497	158375741	Peak_2519	158375619	11.26	11.46	0.20	58.56	1.00	0.00
chr2	158409672	158409916	Peak_758	158409794	26.13	26.47	0.34	76.86	1.00	0.00
chr2	158539764	158540008	Peak_585	158539886	30.04	30.28	0.24	127.15	1.00	0.00
chr2	158613842	158614086	Peak_12184	158613964	1.22	1.53	0.31	4.88	1.00	0.29
chr2	158666935	158667179	Peak_7396	158667057	2.70	2.82	0.12	23.28	1.00	0.14
chr2	158728185	158728429	Peak_9537	158728307	1.82	2.08	0.26	7.98	1.00	0.17
chr2	159767376	159767620	Peak_12953	159767498	1.10	1.24	0.14	8.84	1.00	0.32
chr2	160511150	160511394	Peak_1827	160511272	14.81	14.92	0.11	141.64	1.00	0.00
chr2	160517966	160518210	Peak_8606	160518088	2.13	2.36	0.22	10.50	1.00	0.16
chr2	160583140	160583384	Peak_1791	160583262	15.05	15.13	0.09	171.56	1.00	0.00
chr2	160645839	160646083	Peak_784	160645961	25.78	26.05	0.27	95.89	1.00	0.00
chr2	160731047	160731291	Peak_4760	160731169	5.29	5.55	0.25	21.96	1.00	0.00
chr2	160873046	160873290	Peak_4140	160873168	6.33	6.55	0.09	70.91	0.98	0.00
chr2	161100342	161100586	Peak_7274	161100464	2.77	3.03	0.26	11.58	1.00	0.12
chr2	161468810	161469054	Peak_7485	161468932	2.65	2.86	0.21	13.64	1.00	0.13
chr2	162485565	162485809	Peak_10802	162485687	1.48	1.58	0.10	15.36	1.00	0.24
chr2	162824108	162824352	Peak_2462	162824230	11.46	11.74	0.28	42.01	1.00	0.00
chr2	162961339	162961583	Peak_10324	162961461	1.59	1.76	0.17	10.63	1.00	0.22
chr2	163094883	163095127	Peak_5803	163095005	3.94	4.03	0.10	42.22	1.00	0.03
chr2	163146286	163146530	Peak_1631	163146408	16.04	16.14	0.10	167.94	1.00	0.00
chr2	163151083	163151327	Peak_4570	163151205	5.57	5.83	0.26	22.79	1.00	0.00
chr2	163160314	163160558	Peak_8574	163160436	2.15	2.20	0.05	40.13	1.00	0.16
chr2	163164006	163164250	Peak_1463	163164128	17.48	17.58	0.10	168.03	1.00	0.00
chr2	163240373	163240617	Peak_13480	163240495	1.02	1.13	0.12	9.78	1.00	0.35
chr2	163346605	163346849	Peak_7772	163346727	2.50	2.81	0.31	9.20	1.00	0.13
chr2	163376172	163376416	Peak_10213	163376294	1.63	1.88	0.25	7.46	1.00	0.21
chr2	163419419	163419663	Peak_2806	163419541	10.15	10.32	0.16	62.82	1.00	0.00
chr2	163472569	163472813	Peak_1875	163472691	14.48	14.80	0.32	46.71	1.00	0.00
chr2	163480529	163480773	Peak_10542	163480651	1.54	1.76	0.22	7.98	1.00	0.23
chr2	163602108	163602352	Peak_5278	163602230	4.52	4.73	0.21	22.56	1.00	0.04
chr2	163659554	163659798	Peak_2256	163659676	12.42	12.64	0.22	57.87	1.00	0.00
chr2	163736175	163736419	Peak_9816	163736297	1.74	1.97	0.23	8.53	1.00	0.18
chr2	163923234	163923478	Peak_8342	163923356	2.24	2.43	0.19	12.90	1.00	0.17
chr2	163948018	163948262	Peak_1449	163948140	17.60	17.68	0.08	211.20	1.00	0.00
chr2	164460762	164461006	Peak_131	164460884	54.33	54.53	0.21	263.78	1.00	0.00
chr2	164523391	164523635	Peak_5163	164523513	4.70	4.90	0.20	24.22	1.00	0.04
chr2	164542668	164542912	Peak_3218	164542790	8.63	8.80	0.17	51.42	1.00	0.00
chr2	164589134	164589378	Peak_2969	164589256	9.48	9.68	0.19	50.07	1.00	0.00
chr2	164769692	164769936	Peak_2681	164769814	10.58	10.93	0.35	30.83	1.00	0.00
chr2	164879203	164879447	Peak_2157	164879325	12.86	13.43	0.11	127.39	0.97	0.00
chr2	164879856	164880100	Peak_928	164879978	23.63	23.74	0.11	219.90	1.00	0.00
chr2	165034924	165035168	Peak_3909	165035046	6.82	7.05	0.23	30.30	1.00	0.00
chr2	165070125	165070369	Peak_13435	165070247	1.02	1.17	0.15	8.07	1.00	0.35
chr2	165150318	165150562	Peak_9785	165150440	1.74	2.03	0.28	7.22	1.00	0.18
chr2	165195270	165195514	Peak_8615	165195392	2.13	2.35	0.22	10.81	1.00	0.16
chr2	165368629	165368873	Peak_2912	165368751	9.70	9.94	0.24	40.69	1.00	0.00
chr2	165388186	165388430	Peak_871	165388308	24.36	24.61	0.25	98.55	1.00	0.00
chr2	165547179	165547423	Peak_9673	165547301	1.77	1.90	0.13	15.13	1.00	0.19
chr2	165587352	165587596	Peak_721	165587474	26.83	26.99	0.17	162.67	1.00	0.00
chr2	165590770	165591014	Peak_11852	165590892	1.27	1.40	0.12	11.19	1.00	0.27
chr2	165759831	165760075	Peak_10545	165759953	1.54	1.76	0.23	7.81	1.00	0.23
chr2	165808312	165808556	Peak_4384	165808434	5.93	6.17	0.24	25.36	1.00	0.00
chr2	165828945	165829189	Peak_13479	165829067	1.02	1.21	0.19	6.23	1.00	0.35
chr2	165833831	165834075	Peak_13499	165833953	1.02	1.24	0.22	5.52	1.00	0.35
chr2	165898808	165899052	Peak_5946	165898930	3.79	4.01	0.23	17.55	1.00	0.03
chr2	165899919	165900163	Peak_4675	165900041	5.43	5.60	0.17	32.98	1.00	0.00
chr2	165987257	165987501	Peak_6441	165987379	3.35	3.66	0.31	11.71	1.00	0.08
chr2	166113048	166113292	Peak_8525	166113170	2.16	2.30	0.13	17.36	1.00	0.16
chr2	166185415	166185659	Peak_4558	166185537	5.59	5.92	0.32	18.32	1.00	0.00
chr2	166218797	166219041	Peak_6280	166218919	3.47	3.58	0.11	33.69	1.00	0.08
chr2	166246450	166246694	Peak_4751	166246572	5.31	5.45	0.14	39.51	1.00	0.00
chr2	166305103	166305347	Peak_10135	166305225	1.64	1.88	0.24	7.98	1.00	0.21
chr2	166306772	166307016	Peak_12833	166306894	1.11	1.28	0.17	7.57	1.00	0.31
chr2	166375688	166375932	Peak_12962	166375810	1.09	1.20	0.11	11.13	1.00	0.32
chr2	166393609	166393853	Peak_7292	166393731	2.75	2.90	0.15	19.53	1.00	0.12
chr2	166487953	166488197	Peak_7526	166488075	2.63	2.70	0.08	35.62	1.00	0.13
chr2	166515933	166516177	Peak_10625	166516055	1.52	1.68	0.16	10.68	1.00	0.23
chr2	166575624	166575868	Peak_11471	166575746	1.34	1.54	0.20	7.74	1.00	0.24
chr2	166905941	166906185	Peak_1128	166906063	21.24	21.46	0.22	95.99	1.00	0.00
chr2	166996328	166996572	Peak_3091	166996450	9.07	9.12	0.05	181.09	1.00	0.00
chr2	167015080	167015324	Peak_8581	167015202	2.15	2.92	0.09	32.25	0.76	0.16
chr2	167063086	167063330	Peak_1269	167063208	19.54	20.21	0.19	106.11	0.98	0.00
chr2	167093678	167093922	Peak_11785	167093800	1.28	1.39	0.11	13.06	1.00	0.27
chr2	167105904	167106148	Peak_4895	167106026	5.07	5.42	0.36	15.26	1.00	0.00
chr2	167128621	167128865	Peak_5110	167128743	4.78	4.95	0.17	29.49	1.00	0.02
chr2	167295121	167295365	Peak_742	167295243	26.41	26.57	0.16	166.18	1.00	0.00
chr2	167374496	167374740	Peak_3191	167374618	8.71	8.79	0.08	113.26	1.00	0.00
chr2	167483969	167484213	Peak_7782	167484091	2.50	2.84	0.34	8.37	1.00	0.13
chr2	167627415	167627659	Peak_8699	167627537	2.10	2.32	0.23	10.24	1.00	0.17
chr2	167631892	167632136	Peak_2471	167632014	11.43	12.23	0.05	242.77	0.94	0.00
chr2	167634545	167634789	Peak_6613	167634667	3.21	3.29	0.07	43.95	1.00	0.09
chr2	167660719	167660963	Peak_12959	167660841	1.09	1.30	0.21	6.24	1.00	0.32
chr2	167689640	167689884	Peak_3752	167689762	7.18	7.49	0.31	23.93	1.00	0.00
chr2	167708365	167708609	Peak_3833	167708487	7.00	7.11	0.11	65.16	1.00	0.00
chr2	167713207	167713451	Peak_6362	167713329	3.41	3.73	0.32	11.52	1.00	0.08
chr2	167775372	167775616	Peak_9777	167775494	1.75	2.00	0.25	7.95	1.00	0.18
chr2	167899954	167900198	Peak_10800	167900076	1.48	1.66	0.18	9.04	1.00	0.24
chr2	167924751	167924995	Peak_12435	167924873	1.17	1.38	0.20	6.74	1.00	0.31
chr2	168007806	168008050	Peak_12939	168007928	1.10	1.20	0.10	11.84	1.00	0.32
chr2	168072840	168073084	Peak_10771	168072962	1.49	1.65	0.17	9.98	1.00	0.24
chr2	168077260	168077504	Peak_2950	168077382	9.56	9.67	0.11	91.03	1.00	0.00
chr2	168078563	168078807	Peak_12821	168078685	1.11	1.43	0.32	4.50	1.00	0.31
chr2	168080449	168080693	Peak_1655	168080571	15.89	16.00	0.11	139.83	1.00	0.00
chr2	168106580	168106824	Peak_4828	168106702	5.18	5.31	0.13	39.94	1.00	0.00
chr2	168112233	168112477	Peak_4447	168112355	5.80	5.92	0.12	50.00	1.00	0.00
chr2	168410944	168411188	Peak_6455	168411066	3.34	3.56	0.22	15.93	1.00	0.08
chr2	168415160	168415404	Peak_5165	168415282	4.70	4.91	0.21	23.10	1.00	0.04
chr2	168451747	168451991	Peak_4360	168451869	5.96	6.14	0.18	34.52	1.00	0.00
chr2	168479986	168480230	Peak_504	168480108	32.46	32.78	0.32	101.14	1.00	0.00
chr2	168580354	168580598	Peak_3267	168580476	8.47	8.89	0.42	21.18	1.00	0.00
chr2	168601186	168601430	Peak_6301	168601308	3.45	3.74	0.29	12.86	1.00	0.08
chr2	168682402	168682646	Peak_5987	168682524	3.75	3.84	0.09	41.92	1.00	0.03
chr2	168767023	168767267	Peak_9727	168767145	1.76	1.83	0.07	26.75	1.00	0.18
chr2	168780394	168780638	Peak_7663	168780516	2.56	2.66	0.10	26.02	1.00	0.13
chr2	168877488	168877732	Peak_5002	168877610	4.93	5.05	0.12	42.15	1.00	0.00
chr2	168912516	168912760	Peak_5572	168912638	4.16	4.29	0.13	32.35	1.00	0.04
chr2	168912846	168913090	Peak_10998	168912968	1.43	1.62	0.19	8.60	1.00	0.24
chr2	168917516	168917760	Peak_10266	168917638	1.61	1.70	0.09	19.17	1.00	0.22
chr2	168935213	168935457	Peak_7806	168935335	2.48	3.04	0.55	5.49	1.00	0.13
chr2	168956091	168956335	Peak_1486	168956213	17.32	17.62	0.30	58.81	1.00	0.00
chr2	168959711	168959955	Peak_4711	168959833	5.37	5.66	0.29	19.67	1.00	0.00
chr2	168971691	168971935	Peak_5047	168971813	4.87	4.98	0.11	43.57	1.00	0.02
chr2	168979820	168980064	Peak_3504	168979942	7.79	7.90	0.11	74.08	1.00	0.00
chr2	169008920	169009164	Peak_1553	169009042	16.67	16.94	0.27	63.27	1.00	0.00
chr2	169055743	169055987	Peak_8903	169055865	2.02	2.17	0.15	14.48	1.00	0.17
chr2	169157290	169157534	Peak_11955	169157412	1.25	1.41	0.15	9.23	1.00	0.27
chr2	169253944	169254188	Peak_7184	169254066	2.83	2.91	0.08	35.13	1.00	0.13
chr2	169272669	169272913	Peak_11571	169272791	1.32	1.43	0.11	13.37	1.00	0.26
chr2	169311996	169312240	Peak_13098	169312118	1.07	1.17	0.10	11.94	1.00	0.33
chr2	169524221	169524465	Peak_4366	169524343	5.95	6.00	0.05	117.65	1.00	0.00
chr2	169735804	169736048	Peak_4967	169735926	4.98	5.33	0.35	15.26	1.00	0.00
chr2	169758728	169758972	Peak_3313	169758850	8.34	8.57	0.23	37.60	1.00	0.00
chr2	169796747	169796991	Peak_10496	169796869	1.55	1.61	0.05	31.87	1.00	0.23
chr2	169805597	169805841	Peak_8519	169805719	2.17	2.22	0.05	41.96	1.00	0.16
chr2	169831182	169831426	Peak_4029	169831304	6.56	6.68	0.12	53.62	1.00	0.00
chr2	169839652	169839896	Peak_10660	169839774	1.51	1.72	0.21	8.11	1.00	0.22
chr2	169862323	169862567	Peak_7729	169862445	2.53	2.59	0.06	42.68	1.00	0.13
chr2	169896816	169897060	Peak_11970	169896938	1.25	1.40	0.14	9.93	0.99	0.27
chr2	169970666	169970910	Peak_5793	169970788	3.95	4.13	0.18	22.36	1.00	0.03
chr2	169990124	169990368	Peak_6976	169990246	2.97	3.10	0.13	24.75	1.00	0.11
chr2	170002720	170002964	Peak_845	170002842	24.79	25.03	0.24	102.59	1.00	0.00
chr2	170039101	170039345	Peak_3845	170039223	6.97	7.10	0.13	53.04	1.00	0.00
chr2	170060663	170060907	Peak_2297	170060785	12.15	12.30	0.15	80.82	1.00	0.00
chr2	170099229	170099473	Peak_6493	170099351	3.30	3.46	0.16	21.68	1.00	0.09
chr2	170130156	170130400	Peak_12294	170130278	1.19	1.24	0.05	24.68	1.00	0.32
chr2	170131381	170131625	Peak_7492	170131503	2.65	2.70	0.05	53.54	1.00	0.13
chr2	170184590	170184834	Peak_1479	170184712	17.40	17.48	0.08	218.36	1.00	0.00
chr2	170220911	170221155	Peak_12310	170221033	1.19	1.26	0.07	17.41	1.00	0.32
chr2	170319121	170319365	Peak_13573	170319243	1.00	1.15	0.14	8.06	1.00	0.35
chr2	170326131	170326375	Peak_13494	170326253	1.02	1.22	0.21	5.88	1.00	0.35
chr2	170487981	170488225	Peak_10584	170488103	1.53	1.69	0.16	10.55	1.00	0.23
chr2	170508956	170509200	Peak_4377	170509078	5.93	6.19	0.26	23.80	1.00	0.00
chr2	170513852	170514096	Peak_8542	170513974	2.16	2.47	0.31	7.99	1.00	0.16
chr2	170528234	170528478	Peak_9321	170528356	1.88	1.94	0.05	35.31	1.00	0.16
chr2	170534852	170535096	Peak_8616	170534974	2.13	2.27	0.14	16.50	1.00	0.16
chr2	170662343	170662587	Peak_3687	170662465	7.34	7.65	0.31	24.43	1.00	0.00
chr2	170696098	170696342	Peak_5187	170696220	4.66	5.08	0.42	12.04	1.00	0.04
chr2	170731513	170731757	Peak_10193	170731635	1.63	1.75	0.11	16.30	0.99	0.21
chr2	170772087	170772331	Peak_7653	170772209	2.57	2.81	0.24	11.65	1.00	0.13
chr2	170776053	170776297	Peak_9744	170776175	1.76	1.82	0.06	29.32	1.00	0.18
chr2	170826826	170827070	Peak_6019	170826948	3.72	3.81	0.09	42.94	1.00	0.03
chr2	170913374	170913618	Peak_6040	170913496	3.70	3.80	0.10	37.89	1.00	0.03
chr2	170913635	170913879	Peak_12613	170913757	1.15	1.38	0.23	5.98	1.00	0.31
chr2	171194712	171194956	Peak_4557	171194834	5.59	5.78	0.19	31.08	1.00	0.00
chr2	171511086	171511330	Peak_2260	171511208	12.41	12.60	0.19	67.03	1.00	0.00
chr2	171587669	171587913	Peak_4357	171587791	5.96	6.09	0.14	45.12	1.00	0.00
chr2	171667044	171667288	Peak_5816	171667166	3.92	4.11	0.19	21.85	1.00	0.03
chr2	171962775	171963019	Peak_8282	171962897	2.27	2.32	0.05	45.69	1.00	0.17
chr2	171976543	171976787	Peak_12768	171976665	1.12	1.30	0.18	7.38	1.00	0.30
chr2	172043300	172043544	Peak_10358	172043422	1.58	1.68	0.09	17.87	1.00	0.22
chr2	172198675	172198919	Peak_7768	172198797	2.51	2.56	0.05	50.76	1.00	0.13
chr2	172209412	172209656	Peak_11599	172209534	1.31	1.37	0.06	24.62	1.00	0.26
chr2	172270019	172270263	Peak_4499	172270141	5.70	5.89	0.19	31.68	1.00	0.00
chr2	172317559	172317803	Peak_8716	172317681	2.09	2.17	0.08	26.52	1.00	0.17
chr2	172320377	172320621	Peak_7054	172320499	2.92	3.13	0.21	14.88	1.00	0.11
chr2	172370531	172370775	Peak_3040	172370653	9.23	9.65	0.43	22.71	1.00	0.00
chr2	172370815	172371059	Peak_1288	172370937	19.31	19.46	0.15	128.26	1.00	0.00
chr2	172510091	172510335	Peak_3023	172510213	9.29	9.41	0.12	80.26	1.00	0.00
chr2	172550619	172550863	Peak_10948	172550741	1.44	1.65	0.21	8.01	1.00	0.24
chr2	172619368	172619612	Peak_3862	172619490	6.92	7.42	0.50	14.86	1.00	0.00
chr2	172660616	172660860	Peak_1268	172660738	19.55	19.72	0.16	120.34	1.00	0.00
chr2	172662215	172662459	Peak_10805	172662337	1.48	1.58	0.11	14.78	1.00	0.24
chr2	172698730	172698974	Peak_4448	172698852	5.80	6.01	0.21	28.65	1.00	0.00
chr2	172734709	172734953	Peak_8331	172734831	2.25	2.51	0.26	9.64	1.00	0.17
chr2	172824987	172825231	Peak_7449	172825109	2.67	2.86	0.19	14.79	1.00	0.13
chr2	172914123	172914367	Peak_3710	172914245	7.27	7.48	0.20	36.77	1.00	0.00
chr2	172979719	172979963	Peak_2625	172979841	10.80	10.96	0.16	68.24	1.00	0.00
chr2	172999927	173000171	Peak_1771	173000049	15.16	15.44	0.28	54.46	1.00	0.00
chr2	173065722	173065966	Peak_9100	173065844	1.96	2.01	0.05	38.33	1.00	0.16
chr2	173101902	173102146	Peak_10450	173102024	1.56	1.66	0.09	17.73	1.00	0.22
chr2	173119288	173119532	Peak_4954	173119410	4.99	5.09	0.09	54.30	1.00	0.00
chr2	173234665	173234909	Peak_9737	173234787	1.76	2.07	0.31	6.63	1.00	0.18
chr2	173301294	173301538	Peak_2285	173301416	12.22	12.32	0.10	121.17	1.00	0.00
chr2	173365506	173365750	Peak_10902	173365628	1.45	1.55	0.10	15.57	1.00	0.24
chr2	173535447	173535691	Peak_3550	173535569	7.68	7.96	0.28	28.41	1.00	0.00
chr2	173553974	173554218	Peak_9053	173554096	1.98	2.09	0.11	19.10	1.00	0.17
chr2	173561283	173561527	Peak_11354	173561405	1.36	1.63	0.27	5.98	1.00	0.25
chr2	173645010	173645254	Peak_3607	173645132	7.55	7.70	0.15	51.12	1.00	0.00
chr2	173675214	173675458	Peak_8316	173675336	2.25	2.40	0.14	16.81	1.00	0.17
chr2	173737346	173737590	Peak_1234	173737468	19.82	19.98	0.16	127.08	1.00	0.00
chr2	174075859	174076103	Peak_9880	174075981	1.72	1.93	0.22	8.90	1.00	0.19
chr2	174284144	174284388	Peak_9800	174284266	1.74	1.87	0.13	14.11	1.00	0.18
chr2	174285114	174285358	Peak_8188	174285236	2.31	2.48	0.17	14.79	1.00	0.16
chr2	174296178	174296422	Peak_7622	174296300	2.58	2.71	0.12	21.97	1.00	0.13
chr2	174415717	174415961	Peak_566	174415839	30.57	30.70	0.13	239.12	1.00	0.00
chr2	174463601	174463845	Peak_9701	174463723	1.77	2.11	0.34	6.13	1.00	0.19
chr2	174473118	174473362	Peak_2373	174473240	11.78	11.99	0.20	59.34	1.00	0.00
chr2	174889699	174889943	Peak_8591	174889821	2.14	2.25	0.11	20.63	1.00	0.16
chr2	178175299	178175543	Peak_5317	178175421	4.47	4.52	0.05	89.66	1.00	0.04
chr2	178327403	178327647	Peak_1485	178327525	17.36	17.52	0.16	108.03	1.00	0.00
chr2	178406878	178407122	Peak_2047	178407000	13.41	13.59	0.18	77.14	1.00	0.00
chr2	178413555	178413799	Peak_2671	178413677	10.61	10.85	0.24	45.00	1.00	0.00
chr2	178582034	178582278	Peak_10043	178582156	1.67	1.82	0.15	12.08	1.00	0.21
chr2	178816001	178816245	Peak_4747	178816123	5.32	5.38	0.06	90.39	1.00	0.00
chr2	179065198	179065442	Peak_9343	179065320	1.88	1.96	0.08	24.80	1.00	0.16
chr2	179231171	179231415	Peak_8857	179231293	2.04	2.09	0.05	41.56	1.00	0.17
chr2	179531735	179531979	Peak_13068	179531857	1.08	1.74	0.14	12.56	0.67	0.34
chr2	179671243	179671487	Peak_7005	179671365	2.95	3.11	0.16	19.13	1.00	0.11
chr2	179948811	179949055	Peak_9545	179948933	1.81	1.87	0.05	36.97	1.00	0.17
chr2	179998732	179998976	Peak_10629	179998854	1.52	1.80	0.28	6.47	1.00	0.23
chr2	180070405	180070649	Peak_4323	180070527	6.02	6.10	0.09	70.50	1.00	0.00
chr2	180234977	180235221	Peak_10854	180235099	1.47	1.74	0.28	6.28	1.00	0.24
chr2	180251736	180251980	Peak_11871	180251858	1.27	1.34	0.08	17.72	1.00	0.27
chr2	180417772	180418016	Peak_1358	180417894	18.42	18.69	0.27	69.17	1.00	0.00
